,Unnamed: 0,search_string,date,tweet Id,text,Label,username
49,130.0,"""depression hai""",2020-10-12 14:04:48+00:00,1.3156546584681103e+18,"     Bhai jaane de aisa mat bol
Dange karega kya
Depression hota hai lekin paisa, fame, drugs aur over laad pyar walon ko
Jinke maa baap 5 rupee ke chocolate dene me bhi rulaye bacha apne aap aatmanirbhar ho jayega. Jinhe depression hai uski respect krte hai chal",0.0,ssr__justice_
50,47.0,"""depression ka""",2022-02-14 19:01:30+00:00,1.4932993766341878e+18,"Papa : Mera beta ""Doctor"" banega. 
Le beta : Jo depression ka patient ban chuka ha. ",0.0,_Salman_hun
51,0.0,"""depression ka""",2014-03-10 15:50:34+00:00,4.430512946561761e+17,Totkay: Agar aap kisi waja se depression ka shikar hein tou din mein 2 tbsp achi tarah se paka hua palak kha lein.,0.0,pti_lover1
52,736.0,"""depression ka""",2022-02-11 10:45:44+00:00,1.492087452064166e+18, You are surely sick anyway,0.0,4byes
53,936.0,"""khud se nafrat""",2019-12-20 11:09:01+00:00,1.207981221885571e+18," Abir ne mishti se bahut bari baat kahdi 
""I hate the fact that I love you ""
I guess Puri baat jaan ne k baad usy khud se nafrat hone lagega ",0.0,demon2angle
54,429.0,"""main marna""",2019-07-12 04:53:24+00:00,1.149542250021417e+18,       Shayad ise vajah sae betiyon ko kokh main mar dete hae betiyon ko kokh main marna aur love marriage is tarah karna main dono kae sakht khilaf hu,0.0,Datavendorvikas
55,268.0,"""main marna""",2019-12-13 08:41:18+00:00,1.2054073345514332e+18, Dekho kisi achi location main marna..takyy marny ka maza bhi ayeee,0.0,chatterpattar
56,415.0,"""depression ka""",2022-02-12 16:41:18+00:00,1.4925393211903386e+18,Kis team ke sbse jyda de lage ha aaj ke dinn ke baad?,0.0,4byes
57,332.0,"""main suicide""",2021-07-05 17:24:47+00:00,1.4121001546568049e+18,"   I got 1035/1100 in Matric (FBISE)  and I have uploaded my marks sheet too 
But colleges open nahi huay to preparation kaisay kartay 
And seriously soch rha 10th July to exam hall main suicide karun ga  ",0.0,SlamPikachu
58,861.0,"""main marna""",2020-08-09 16:40:27+00:00,1.2925010032924344e+18," Sir Main Marna chahta hun
Kyunki Main handicapped hun",0.0,DeepakK56167140
59,4.0,"""depressed hoon""",2018-08-06 12:35:00+00:00,1.0264465419998577e+18, Ab jatka laga isiliye bol raha tha .. dekhna ya janne ki bhi koshish mat karo .. mein to episode Dekke 3 din se depressed Hoon ,0.0,ShawreaR
60,550.0,"""depression ka""",2021-08-29 10:36:49+00:00,1.43192882059289e+18," Ab mene depression ka hth chor ke 
. sherni kay pichey janey ka faisla kr liya hi
 
App rok kr dikhao ",0.0,VIREN35066308
61,419.0,"""depression hai""",2020-09-07 11:43:41+00:00,1.3029355679701033e+18,"     
Sir ji very said sir waiting candidate bahut depression hai and physically distarb hai",0.0,scrstandby1
62,688.0,"""khud se nafrat""",2020-07-07 12:23:09+00:00,1.2804774513452114e+18,  Kyu app apni post se aur khud se nafrat kerti ho kya ?,0.0,sunny05031974
63,450.0,"""depressed hoon""",2019-09-05 19:22:12+00:00,1.1696922238873518e+18, ,0.0,MohsinAwaan
64,912.0,"""depressed hoon""",2019-08-19 17:19:15+00:00,1.16350068649719e+18, Yesh,0.0,Nadeem_Youns007
65,257.0,"""depression ka""",2022-02-07 19:43:56+00:00,1.4907733408645243e+18,  Fir neend tutt gyi,0.0,4byes
66,559.0,"""depression hai""",2020-06-16 09:26:14+00:00,1.2728227839326822e+18,"Remember 2 din baad sab normal ho jayega....

Jo log ""depression hai toh talk to me"" kar rhe hai, sabse phele yahi peeth dikha denge",0.0,_baefikra_
67,590.0,"""depressed hoon""",2021-08-28 20:24:16+00:00,1.4317142696708792e+18, Shukeria,0.0,zeexhanali8
68,427.0,"""depression ka""",2021-09-13 11:58:09+00:00,1.4373851085127188e+18, Sir pori qaum apky sath h in regulations pe q k in media walo ny logo ko depression ka mareez banaya howa h jhoti aur mayosi ki khabry phela k.,0.0,iltafkhalid01
69,464.0,"""main marna""",2019-06-08 10:44:04+00:00,1.1373093120853074e+18,  Hahahha yeh tow beta jab mai real main marna tb b nae hona mobl wala mzq ,0.0,unavailable316
70,806.0,"""depression hai""",2016-03-22 14:10:10+00:00,7.122802092114002e+17,"Bhai main nae dekhrae. 
Wese hi kam depression hai? Haar waar gaye tou mar mara jaungi. 
 ",0.0,MerryberryKhan
71,898.0,"""main suicide""",2020-08-26 02:27:57+00:00,1.2984470603377418e+18, sir please bacha lo main suicide krne ja rha hoon postponed neet and jee,0.0,Amitkum97226770
72,118.0,"""depression hai""",2013-07-13 04:46:51+00:00,3.559111752187986e+17," sir sb pol party,media ki shakal pe frustation n depression hai.dnt worry modi ji ke mukh se nikla har shabd unko chubh raha hai.",0.0,muditjain1987
73,285.0,"""depression ka""",2022-02-13 11:24:19+00:00,1.4928219360111163e+18," Aree dono IPL team ki co owners ha
Ek hyderabad ki ek kolkata ki",0.0,4byes
74,639.0,"""main marna""",2018-12-26 13:31:17+00:00,1.0779197804625674e+18," imagine me saying ""main marna nhi chati doctar shab mujhy jeena hai mujhu janay dain main bilkul thek hn."" ",0.0,Insanellyy
75,370.0,"""depression hai""",2018-08-16 11:17:24+00:00,1.0300508902611764e+18, Sirf depression hai,0.0,hirasaher4418
76,392.0,"""main marna""",2021-06-10 09:39:14+00:00,1.4029233012996874e+18,    Dusri bat rahi chution ki. To jahan dydh sal chutian kr di corona ki wajh sy k log mar rhy. Jinhon ko bacha lia ab unhen is trha grmi main marna inhon ny. Acha mazak ha. Phr corona sy hi mar lainy daity.,0.0,gumnamhero12
77,580.0,"""depression hai""",2021-03-07 14:28:13+00:00,1.368569179427795e+18,"Aap buly horhe ho kisiko farak nahi padta 
Aapko anxiety horhi hai kisiko farak nahi padta 
Apko depression hai kisiko farak nahi padta 
Aare aap marjao kisiko farak nahi padta 
Lekin kabhi galat english boli hai typo error kiya hai
 ",0.0,kuchbhiyaarr
78,504.0,"""depressed hoon""",2019-09-02 19:40:49+00:00,1.1686097439565128e+18,"  me b abee phncha ghr, sota",0.0,MohsinAwaan
79,6.0,"""depression hai""",2014-08-29 08:05:38+00:00,5.052650032098181e+17,"Newspapers Ki Khabro Mein Depression Hai Guru, Chehro Ki Kitaab Ko Padhna Karo Shuru, at  ",0.0,CelebToday1
80,213.0,"""depression ka""",2022-02-08 09:26:10+00:00,1.4909802618066207e+18, Hua nhi hoga 2023 mai,0.0,4byes
81,166.0,"""main marna""",2021-10-31 14:49:32+00:00,1.4548228563159777e+18,"   
Tum longon ko saalon CHAKKA marna tha bey ??
Marna tha to seedhe haath main marna tha ?
You guys are International cricketers ??
3rd class application of talent...",0.0,RamkrishnaGovi1
82,518.0,"""depression ka""",2022-02-12 08:22:23+00:00,1.4924137635756974e+18,May depression ka pala eh doon ka sa mental hospital mag pa comfort wag sa ex mo obob,0.0,abcath99
83,249.0,"""depression ka""",2022-02-07 20:19:47+00:00,1.4907823633409065e+18, Bsdwala ha sala abhi ek do gali deke block krdunga sale ko,0.0,4byes
84,717.0,"""main suicide""",2020-12-02 07:07:43+00:00,1.3340314738134426e+18,             Right bro jab main modi ka speech sun ta hon tu mujhe lagta haii... main suicide kar lon...  but ye bhakt lo kaise jhelta haiiii... ye modi ko.,0.0,ArmanFaiyaz2
85,160.0,"""depression hai""",2019-02-12 03:24:00+00:00,1.0951615712219136e+18," Yahan ‘her’ say murad tanhai hai, depression hai ya anxiety?",0.0,AhsanMuhamad
86,603.0,"""khud se nafrat""",2020-09-06 14:45:29+00:00,1.3026189318870917e+18,"Khud Se Nafrat Aaj Tak itni Kabhi Nhi Hui....
Jakham Bohat Bada Ha Yeh Raat Choti Padegi Bharne Mein....  
KHILADIs BIRTHDAY CDP",0.0,deepiholic_ram
87,172.0,"""khud se nafrat""",2021-09-24 23:05:51+00:00,1.4415394047790449e+18," Ghalat baat hai. ALLAH ne itna acha banaya 1 achay ghar or khanadan me paida kiya phir khud se nafrat ku ??. Shukar karna chahiye. (Sab se kuch na kuch ghalat hota life me, seekho or agay bhar jao, pachtanay se kuch nahi milta)",0.0,HulkInfinity
88,660.0,"""main suicide""",2021-01-06 13:51:33+00:00,1.3468166794943857e+18, please Sar main bahut problem hun mera pura Parivar bahut problem hai Chandra paison ki vajah se aaj main suicide karne ke Halat Mein Hun please sir please meri madad kijiye 82 1065 1114,0.0,Santosh21969188
89,333.0,"""depression ka""",2013-06-07 21:31:14+00:00,3.43117975496319e+17,"Jadeed Tahqeeq..
Jo Nojawan Music zyada sunn'ty hn wo Depression ka shikar ho jaty hn!
Jb k Islam ne hmy bht pehly he Music se mana kea hai.",0.0,Faizanfezy
90,95.0,"""depression hai""",2019-03-27 14:00:03+00:00,1.1109043162258308e+18,RT Annabatakk: sakht depression hai aaqa kidhar jaye hum.,0.0,ceunah
91,567.0,"""depression hai""",2020-06-16 07:27:04+00:00,1.2727927973014446e+18, Har insaan Ki ek hi khawaish...mujhe TOP rehna hai...yehi Sab se Bada DEPRESSION Hai...,0.0,SachinM95005773
92,207.0,"""depression ka""",2022-02-08 09:42:17+00:00,1.4909843205044142e+18, Future doctors anxiety and depression ka shikaar hen:xd,0.0,_draculla
93,493.0,"""depression hai""",2020-08-30 17:06:15+00:00,1.300117642485801e+18,"  Hum bachee bhi depression hai sir

",0.0,Shivaaypandit2
94,936.0,"""main marna""",2020-06-29 14:32:00+00:00,1.277610774584873e+18,  Astaghfirulah Baji main marna Pasand karo ga ,0.0,KknightMair
95,194.0,"""depression hai""",2012-09-24 10:09:23+00:00,2.5017508527147008e+17,"Diabetes ki bari wajah depression hai,jismani sehat k saath saath zehni sehat ka bhi khayaal rukhein.Sehatmand mashghaley apnaein.",0.0,aaghadon1
96,741.0,"""depression hai""",2021-08-11 16:11:50+00:00,1.4254901484777267e+18,"college ka diya hua sab kuch hai ..

stress hai , anxiety hai , depression hai , kaafi faila hua mental imbalance hai",0.0,NikitaM62548489
97,462.0,"""depression hai""",2019-12-12 14:27:50+00:00,1.2051321533586063e+18,Mere pass depression hai aur apke pass? ,0.0,SubhaX25
98,831.0,"""depression hai""",2015-11-11 10:03:37+00:00,6.643829673939722e+17,Depression hai apko dost.,0.0,Biyaaa29
99,272.0,"""main suicide""",2016-01-20 07:22:19+00:00,6.897095249833656e+17,university ke room main suicide kiya uske zindagi ki ek report ,0.0,liivechanel
100,217.0,"""main suicide""",2021-09-17 10:16:49+00:00,1.438809158543831e+18,  Main suicide karti na karti bt police aane k baad family k darr se jaroor kar leti,0.0,NindaSay2
101,731.0,"""khud se nafrat""",2020-06-11 17:45:17+00:00,1.2711364373169398e+18,"Khamosh isliye nahi ki tere sawalo ke jawab nahi hum pe !!
Tujhe khud se nafrat na ho jaye bas isliye chup rehte hain!!!

 ji piro dijiye in shabdon ko is tarah...yeh bejaan hai abhi phir kuchh  se inmein rooh aa jaaye!!",0.0,kavi_ta_gupta
102,104.0,"""depressed hoon""",2021-09-05 13:57:42+00:00,1.4345160905798328e+18, ,0.0,Mashoorhamza
103,930.0,"""depression hai""",2019-06-12 16:25:43+00:00,1.1388448404504124e+18, Seriously 80 itna ka depression hai aapko,0.0,neerajt86612028
104,600.0,"""khud se nafrat""",2016-02-28 03:18:06+00:00,7.037811934692639e+17,"-
*""""""MuKaMMaL HO GaYa 
+
+
Ay JANA
+
+
*""""""MuJHe AB KHuD Se NaFRat Ho Gaiiii Hai.
+
Follow

-
FOLLOw
",0.0,BeWaFa_Ladki
105,123.0,"""depression hai""",2020-07-07 15:45:05+00:00,1.2805282690629222e+18,Yah konsa depression hai jo baby shona sy bat krny sy dur hota hai ,0.0,ParishyyD
106,710.0,"""khud se nafrat""",2020-06-24 03:12:56+00:00,1.2756279452190228e+18,  bilkul etni buri life mile ise ki ye khud se nafrat kare zindagi me is ladki ko kabhi kisi ka pyar nasib n ho,0.0,mahimakale
107,766.0,"""khud se nafrat""",2020-05-14 01:20:08+00:00,1.2607416529368228e+18, Met with a jammu kashmiri person once    My GOD.   Os din khud se nafrat hoi k itne kamzoor muslaman keyon,0.0,naeeman48585247
108,856.0,"""main suicide""",2013-05-31 11:15:30+00:00,3.4042630647699456e+17, Isi khushi main suicide kar lo :p,0.0,AleeSyed_
109,891.0,"""depression hai""",2020-05-28 14:39:37+00:00,1.2660162814399324e+18,"Mere pass gharwalon ke taane hain, neendh hai, depression hai, dukh hai, tumhare pass kya hai?",0.0,alphabravoaz
110,84.0,"""depressed hoon""",2021-02-12 16:10:37+00:00,1.3602600284904243e+18," Just
↓           ← ← ← ←  
↓      ↓              ↑
↓      ↓              ↑
here → → → →   →  →   to say 
         ↓
         ↓
         ↓
         ↓
            but mein toh depressed hoon na",0.0,Prateeeex_
111,730.0,"""depression hai""",2021-08-12 17:02:20+00:00,1.425865246141567e+18,  Tobah itna depression hai is me ,0.0,XcallmeR
112,265.0,"""depression hai""",2021-05-22 20:08:13+00:00,1.396196221040071e+18,Adhi sa zayada awam ko to mehboob na milna ka depression hai ,0.0,RJsRoast
113,42.0,"""depression hai""",2019-04-29 10:13:30+00:00,1.1228061030567116e+18,So aj jitne quiz honay thay sab k sab cancel hogye aur meri presentation bhi postpone hogyi. Lab bhi cancel hogyi PHIR BHI AJEEB SA DEPRESSION HAI ,0.0,tonyscupcake
114,697.0,"""depression ka""",2022-02-11 13:44:20+00:00,1.4921323957260452e+18, No matter which phone but it's useless without your phone number,0.0,4byes
115,769.0,"""khud se nafrat""",2014-12-10 05:35:54+00:00,5.425532723560653e+17,har lamheme kuch khas baat hotihi zindgi sirf lafzoki mohtaz hotihi/mat Karo Khud se nafrat kyunki zindagi waqtke sath jeeny ka andaz hotihi,0.0,M_shona_
116,640.0,"""khud se nafrat""",2016-01-03 16:18:08+00:00,6.836837725004595e+17,"Mukamal Ho Geya Hai Dour-E-Muhabbat

Mujhe Khud Se Nafrat Ho Gai Hai",0.0,NAZDEVDAS
117,658.0,"""depression hai""",2019-09-20 10:31:12+00:00,1.1749944097057505e+18,"Depression hai. Song 

    ",0.0,raa_abi
118,885.0,"""depression ka""",2022-02-10 10:26:35+00:00,1.4917202433071675e+18, Kon ha ye,0.0,4byes
119,479.0,"""depression hai""",2021-10-01 13:07:27+00:00,1.4439255267422454e+18,Pehly itna depression hai uper se petrol or mehnga kar diya hai. Ab ghareeb banda kahan jaye. Anxiety hoti hai itny kharchay pe,0.0,maheen_q
120,69.0,"""depression ka""",2022-02-14 15:08:24+00:00,1.49324071606297e+18,   ,0.0,4byes
121,243.0,"""khud se nafrat""",2021-07-28 18:58:36+00:00,1.4204586861079757e+18,Jab koi nahi hota saath tumhare toh himmat kyun toot jaati hai Dusro ke kaaran dusro ke liye khud se nafrat kyun hone lag jaati hai.,0.0,Loststories07
122,276.0,"""depression ka""",2022-02-07 13:35:04+00:00,1.4906805128217436e+18, shukar kro nai to ye kk ki performance dekh k karachi k bachey adhi umar mein hi depression ka shikar ho jate,0.0,ShineShahAfridi
123,641.0,"""depression hai""",2021-02-18 16:22:09+00:00,1.3624372577857905e+18,ye humara depression hai aur ye hum hain aur ye humari pawri ho rahi hai,0.0,sunflowerlevy
124,161.0,"""depression ka""",2022-02-14 06:02:14+00:00,1.493103270747046e+18,"Asli dhanda to aaj iska hoga uska hoga
Aise tweets krne wale logo ko report+block mara jayega",0.0,4byes
125,971.0,"""khud se nafrat""",2013-01-14 09:36:58+00:00,2.907543706168443e+17,ham khud senkaron galtiyan karte hen magar phir bi khud se nafrat nai karte .dosare ek galati bi karen to hamen un se foran nafrat si ho ...,0.0,B_D18
126,713.0,"""depressed hoon""",2021-08-26 16:31:24+00:00,1.4309308917491835e+18,  Sahi kaha ,0.0,DrKomal26
127,303.0,"""depression ka""",2022-02-13 10:41:52+00:00,1.4928112538905682e+18, Sapne se jaag jao,0.0,4byes
128,180.0,"""depression ka""",2022-02-13 19:53:17+00:00,1.492950021956051e+18, Sharam nahi aati k2e hoke dusre k2e ki baat dbate ho,0.0,4byes
129,788.0,"""depressed hoon""",2019-08-22 12:14:44+00:00,1.1645112163137454e+18,  Ahahahah Ab Manao Us Sy Zabardasti Ai Bari Bhai Ki sagi,0.0,Nadeem_Youns007
130,476.0,"""depression hai""",2020-08-31 11:43:38+00:00,1.30039884115447e+18," Ek baat toh pakki hai Shekhar ji, jis tarah ghante ghante CBI inke roz dho rahi hai, i think they ll go n depression, raaton ki neend ud gayi hogi इनकी.. Sushant को depression hai kaha nah.. Ab lagta hai inko zaroorat padegi depression medicines ki!! Jo boya hai wohi payenge!",0.0,ekhiaayu
131,764.0,"""depression hai""",2019-08-25 10:19:47+00:00,1.1655694548661248e+18,"Mere paas tension hai, depression hai, stress hai, anxiety hai, ugliness hai, tumhary paas kia hai gareebon?",0.0,jaleby_baby
132,478.0,"""depression hai""",2020-06-17 12:32:09+00:00,1.273231961322951e+18,Yeh konsa depression hai jo ladkiyo se flirt karne ke baad khatam ho jata hai?,0.0,true__memer
133,617.0,"""depression hai""",2019-09-28 18:00:02+00:00,1.1780064673345618e+18,"Mere pas depression hai,stress hai,anxiety hai,tension hai,apke pas kya hai???",0.0,WaseemNaaz7
134,217.0,"""depression ka""",2022-02-13 18:17:03+00:00,1.4929258038057042e+18,  Jal ki jagah gau mutra try krenge firki bhaiya to accha rhega,0.0,4byes
135,324.0,"""depression ka""",2022-02-04 09:33:29+00:00,1.4895325532708618e+18,"Tum log boltay ho i said this only for fun"" beta agla banda phr overthink kar kar ke depression ka mariez fun main ban jata h+",0.0,ggkijaan
136,448.0,"""depressed hoon""",2021-08-31 09:39:51+00:00,1.4326392598408192e+18, ,0.0,Joker1_2_5
137,212.0,"""depressed hoon""",2021-09-03 18:13:31+00:00,1.433855694453805e+18, Phir kya kia?,0.0,Abdul_Rafay1996
138,189.0,"""khud se nafrat""",2021-09-13 13:14:22+00:00,1.437404285659013e+18,"Akhir mein khud se nafrat hone 
Laga.....",0.0,vibingsoul_77
139,195.0,"""main suicide""",2016-07-12 02:07:02+00:00,7.526856709429371e+17,"The Main Suicide Squad Villain Has Been Revealed, Get The Details ",0.0,abcinematk
